Time[s],Range[m]
1611959550.4622679,16.108893713947566
1611959550.4964678,16.115794853293572
1611959550.5305367,16.122877601569733
1611959550.5644538,16.130323567706213
1611959550.5984597,16.137587924912538
1611959550.6324906,16.1446706731887
1611959550.6665027,16.151935030395023
1611959550.7003171,16.159017778671185
1611959550.7344644,16.16591891801719
1611959550.768554,16.173183275223508
1611959550.8024871,16.180266023499676
1611959550.8364592,16.18698555391552
1611959550.8703823,16.194249911121844
1611959550.9044719,16.201695877258324
1611959550.9382524,16.209141843394804
1611959550.972476,16.217132636321757
1611959551.006412,16.225486647109022
1611959551.040385,16.23438548468677
1611959551.0743942,16.24346593119467
1611959551.1084003,16.252546377702572
1611959551.1424656,16.262171651000948
1611959551.176462,16.271433706439005
1611959551.2103853,16.28105897973738
1611959551.2444198,16.290865861965912
1611959551.27843,16.30103596205477
1611959551.3124175,16.311024453213456
1611959551.346365,16.320831335441994
1611959551.3803864,16.330638217670526
1611959551.4143767,16.3402634909689
1611959551.4482496,16.34970715533712
1611959551.4823086,16.35896921077518
1611959551.516202,16.36804965728308
1611959551.5503068,16.377130103790982
1611959551.5843184,16.386210550298884
1611959551.6183841,16.395109387876623
1611959551.6523438,16.40400822545437
1611959551.6862934,16.412543845171797
1611959551.720276,16.42089785595907
1611959551.7544127,16.42907025781618
1611959551.7883265,16.437061050743132
1611959551.8223898,16.444870234739923
1611959551.8564262,16.452316200876403
1611959551.8903198,16.459943775943046
1611959551.9242303,16.467389742079526
1611959551.9582472,16.474835708216
1611959551.9922209,16.482644892212797
1611959552.026347,16.49063568513975
1611959552.0603054,16.498989695927023
1611959552.0942674,16.50788853350476
1611959552.1283922,16.517150588942826
1611959552.1623168,16.526412644380883
1611959552.1963654,16.53567469981894
1611959552.2303438,16.545299973117316
1611959552.2642872,16.555106855345855
1611959552.2983358,16.564368910783912
1611959552.3323207,16.57363096622197
1611959552.3663037,16.58271141272987
1611959552.4002612,16.59215507709809
1611959552.4341466,16.600872305745675
1611959552.468126,16.60977114332342
1611959552.5021725,16.618851589831323
1611959552.5362756,16.62811364526938
1611959552.5702236,16.637375700707437
1611959552.6042833,16.646274538285184
1611959552.6382353,16.65589981158356
1611959552.6723175,16.66570669381209
1611959552.7062025,16.67551357604063
1611959552.7402644,16.684412413618368
1611959552.7742002,16.69349286012627
1611959552.8082438,16.702754915564334
1611959552.8422601,16.711653753142073
1611959552.876317,16.72055259071982
1611959552.9102128,16.730177864018195
1611959552.94413,16.739439919456252
1611959552.9783328,16.748701974894317
1611959553.0123172,16.757964030332374
1611959553.0462382,16.76722608577043
1611959553.080276,16.776124923348178
1611959553.1142576,16.785386978786235
1611959553.1482418,16.79428581636398
1611959553.18221,16.802639827151246
1611959553.2163324,16.810812229008363
1611959553.2502043,16.81934784872579
1611959553.2842598,16.827701859513056
1611959553.3182573,16.835511043509854
1611959553.3522737,16.843683445366963
1611959553.386256,16.851674238293917
1611959553.4201734,16.859846640151027
1611959553.4540427,16.86783743307798
1611959553.4880233,16.876009834935097
1611959553.5220125,16.884182236792206
1611959553.5562265,16.892354638649316
1611959553.5902352,16.900708649436588
1611959553.6242442,16.909244269154016
1611959553.6582425,16.917779888871443
1611959553.69261,16.92631550858887
1611959553.7262309,16.935032737236455
1611959553.760128,16.943568356953882
1611959553.794168,16.95210397667131
1611959553.8281474,16.961184423179212
1611959553.862135,16.97008326075695
1611959553.8961692,16.97880048940454
1611959553.9301891,16.987517718052125
1611959553.96414,16.99641655562987
1611959553.998169,17.005133784277454
1611959554.0322313,17.013487795064727
1611959554.0661783,17.02184180585199
1611959554.1001165,17.030195816639264
1611959554.1341074,17.039094654217003
1611959554.1683214,17.04763027393443
1611959554.2021632,17.05634750258202
1611959554.2361364,17.06488312229945
1611959554.2701263,17.073237133086714
1611959554.3040943,17.08177275280414
1611959554.3381548,17.089945154661258
1611959554.3721306,17.098117556518368
1611959554.4061148,17.105745131585003
1611959554.440061,17.1135543155818
1611959554.4739313,17.121363499578592
1611959554.5081549,17.12917268357539
1611959554.5420954,17.13661864971187
1611959554.5761297,17.143701397988032
1611959554.610159,17.150420928403882
1611959554.644153,17.157322067749888
1611959554.6781192,17.163859989235576
1611959554.7121534,17.170034692860945
1611959554.7459311,17.17602778755616
1611959554.780169,17.182202491181535
1611959554.8140612,17.18837719480691
1611959554.8481338,17.19455189843228
1611959554.882037,17.201089819917968
1611959554.9161644,17.207809350333818
1611959554.9499009,17.214710489679824
1611959554.984044,17.22233806474646
1611959555.018204,17.230147248743258
1611959555.0521407,17.238319650600367
1611959555.0860224,17.247218488178113
1611959555.1201088,17.25557249896538
1611959555.1540768,17.26428972761297
1611959555.1881185,17.273551783051026
1611959555.2220535,17.282813838489083
1611959555.2560284,17.291531067136667
1611959555.290099,17.300066686854095
1611959555.3240988,17.308602306571522
1611959555.3581104,17.31713792628895
1611959555.3920586,17.325491937076222
1611959555.4261103,17.33402755679365
1611959555.459897,17.342563176511078
1611959555.4938517,17.35128040515866
1611959555.5279496,17.360360851666563
1611959555.5620162,17.369078080314146
1611959555.5960593,17.377250482171263
1611959555.6300895,17.385967710818846
1611959555.664048,17.394866548396593
1611959555.6981156,17.403946994904494
1611959555.7320426,17.413390659272707
1611959555.7660587,17.422834323640927
1611959555.799954,17.43282281479962
1611959555.833971,17.442448088097997
1611959555.868583,17.452799797117002
1611959555.9020429,17.462969897205852
1611959555.9358459,17.472776779434383
1611959555.9699452,17.48258366166292
1611959556.0039773,17.49275376175177
1611959556.0379894,17.502379035050147
1611959556.0719497,17.512004308348523
1611959556.1060023,17.522356017367528
1611959556.1400003,17.532889335316696
1611959556.1739435,17.542877826475383
1611959556.20798,17.552866317634077
1611959556.2419603,17.56285480879277
1611959556.2760615,17.572843299951458
1611959556.309985,17.582650182179997
1611959556.344043,17.59209384654821
1611959556.378007,17.601719119846585
1611959556.4120271,17.611526002075124
1611959556.4458668,17.621696102163973
1611959556.479921,17.63132137546235
1611959556.5139863,17.64112825769088
1611959556.547982,17.65129835777973
1611959556.5819676,17.661650066798735
1611959556.615918,17.671820166887585
1611959556.6498628,17.681627049116123
1611959556.6839728,17.691615540274817
1611959556.7179792,17.701785640363667
1611959556.7519588,17.7115925225922
1611959556.7859063,17.72103618696042
1611959556.8199341,17.73084306918895
1611959556.8539138,17.74064995141748
1611959556.887963,17.74991200685554
1611959556.9219272,17.75862923550313
1611959556.9557939,17.767528073080868
1611959556.9899533,17.77624530172846
1611959557.023931,17.784780921445886
1611959557.0579903,17.793316541163314
1611959557.0920763,17.801488943020424
1611959557.1259193,17.810206171668007
1611959557.1598794,17.81946822710607
1611959557.1939352,17.82873028254413
1611959557.22797,17.838355555842504
1611959557.261873,17.84798082914088
1611959557.2959576,17.8574244935091
1611959557.3298535,17.867412984667787
1611959557.3639548,17.876856649036007
1611959557.3980064,17.886481922334383
1611959557.4318607,17.89610719563276
1611959557.4657516,17.905369251070816
1611959557.4997807,17.914268088648562
1611959557.5338714,17.9231669262263
1611959557.5679638,17.93170254594373
1611959557.6020813,17.939874947800845
1611959557.6359038,17.94822895858811
1611959557.669798,17.956582969375383
1611959557.7038202,17.964755371232492
1611959557.7378616,17.973109382019764
1611959557.7718377,17.981100174946718
1611959557.8059137,17.989272576803828
1611959557.8397868,17.99726336973078
1611959557.873894,18.004890944797417
1611959557.907899,18.013063346654533
1611959557.9418192,18.0214173574418
1611959557.9757802,18.029589759298908
1611959558.0098586,18.03758055222586
1611959558.043807,18.045752954082978
1611959558.0778832,18.053743747009932
1611959558.111823,18.062097757797197
1611959558.1457918,18.07008855072415
1611959558.1798735,18.078079343651105
1611959558.213774,18.086251745508214
1611959558.2478864,18.094060929505012
1611959558.2817726,18.102414940292284
1611959558.3158638,18.11040573321924
1611959558.349807,18.118759744006503
1611959558.3838005,18.1265689280033
1611959558.417926,18.134559720930255
1611959558.4516435,18.14218729599689
1611959558.485607,18.149814871063526
1611959558.5197926,18.157442446130162
1611959558.553904,18.16488841226664
1611959558.5878558,18.17233437840312
1611959558.6217947,18.179961953469764
1611959558.65579,18.187771137466555
1611959558.6897604,18.195580321463353
1611959558.7237206,18.203026287599833
1611959558.7577488,18.210835471596624
1611959558.7919333,18.218826264523578
1611959558.8257735,18.226817057450532
1611959558.8597925,18.23498945930764
1611959558.8937278,18.242980252234595
1611959558.9277372,18.25097104516155
1611959558.961593,18.258961838088503
1611959558.9957025,18.266952631015457
1611959559.0297627,18.274761815012255
1611959559.0637724,18.282934216869364
1611959559.0977163,18.291106618726474
1611959559.1317463,18.29927902058359
1611959559.16572,18.307996249231174
1611959559.1997356,18.31689508680892
1611959559.2337742,18.325612315456503
1611959559.2677283,18.33414793517393
1611959559.3017306,18.34268355489136
1611959559.3356934,18.351219174608786
1611959559.3697412,18.359754794326214
1611959559.4037323,18.36810880511348
1611959559.4376338,18.376281206970596
1611959559.471498,18.38390878203723
1611959559.505553,18.391717966034022
1611959559.539729,18.39989036789114
1611959559.5737083,18.40806276974825
1611959559.6077125,18.415871953745047
1611959559.6417427,18.423317919881526
1611959559.675687,18.430945494948162
1611959559.7097259,18.438936287875116
1611959559.743742,18.446745471871907
1611959559.7778127,18.454554655868705
1611959559.8117013,18.46218223093534
1611959559.845659,18.469809806001983
1611959559.8797612,18.47743738106862
1611959559.9138467,18.485064956135254
1611959559.947589,18.492510922271734
1611959559.981509,18.49941206161774
1611959560.0156212,18.5064948098939
1611959560.0496652,18.513759167100226
1611959560.0837011,18.520841915376387
1611959560.117717,18.528287881512867
1611959560.1516802,18.535733847649347
1611959560.185679,18.54281659592551
1611959560.2196305,18.54989934420167
1611959560.2536771,18.557163701407994
1611959560.2876418,18.56479127647463
1611959560.3216538,18.572418851541265
1611959560.3556864,18.580046426607908
1611959560.3896546,18.5878556106047
1611959560.423705,18.595664794601497
1611959560.4574678,18.603473978598288
1611959560.4914854,18.61146477152524
1611959560.5256224,18.619455564452196
1611959560.5595825,18.627083139518838
1611959560.5936027,18.634710714585474
1611959560.6276302,18.642519898582265
1611959560.6617289,18.650147473648907
1611959560.6956244,18.657593439785387
1611959560.7296293,18.66467618806155
1611959560.763587,18.671577327407554
1611959560.7975492,18.678115248893242
1611959560.8316853,18.684834779309092
1611959560.8656385,18.691191091864617
1611959560.8995848,18.697365795489993
1611959560.933596,18.70299567232489
1611959560.9674218,18.708443940229635
1611959561.0015872,18.71443703492485
1611959561.0355778,18.720066911759744
1611959561.0695333,18.72551517966449
1611959561.1035764,18.73168988328986
1611959561.1375055,18.737864586915236
1611959561.1715672,18.74385768161045
1611959561.2055588,18.749850776305664
1611959561.2394948,18.75638869779135
1611959561.2735474,18.7631082282072
1611959561.3075588,18.769827758623045
1611959561.3415768,18.77672889796905
1611959561.375638,18.78381164624522
1611959561.4095874,18.790712785591225
1611959561.4433904,18.797613924937224
1611959561.4775124,18.804696673213392
1611959561.5115821,18.81196103041971
1611959561.5455382,18.819770214416508
1611959561.579339,18.8275793984133
1611959561.613542,18.83520697347994
1611959561.647582,18.843016157476733
1611959561.6814857,18.85082534147353
1611959561.7153394,18.858816134400485
1611959561.7494833,18.866625318397276
1611959561.7835932,18.874252893463918
1611959561.8175085,18.88206207746071
1611959561.8515313,18.889871261457508
1611959561.885502,18.89786205438446
1611959561.9195802,18.90603445624157
1611959561.953516,18.913662031308206
1611959561.9875212,18.92128960637485
1611959562.0215306,18.928917181441484
1611959562.0554886,18.93654475650812
1611959562.0894833,18.944353940504918
1611959562.123533,18.951981515571553
1611959562.1572907,18.95960909063819
1611959562.1912823,18.967418274634987
1611959562.2254703,18.975227458631778
1611959562.2594893,18.983399860488895
1611959562.2935114,18.99139065341585
1611959562.3273904,18.999563055272958
1611959562.3613293,19.007553848199912
1611959562.3955204,19.01536303219671
1611959562.4294295,19.02426186977445
1611959562.4633105,19.032797489491877
1611959562.4973583,19.04115150027915
1611959562.531576,19.04932390213626
1611959562.5654757,19.057496303993368
1611959562.599516,19.066031923710796
1611959562.6336126,19.074385934498068
1611959562.667443,19.08219511849486
1611959562.7014894,19.090185911421813
1611959562.735407,19.097450268628137
1611959562.7694428,19.104896234764617
1611959562.8032901,19.11197898304078
1611959562.8372848,19.118516904526466
1611959562.8715205,19.12505482601216
1611959562.905394,19.131411138567692
1611959562.939393,19.137222624332743
1611959562.9732478,19.14339732795812
1611959563.0074713,19.14975364051365
1611959563.0413997,19.15629156199934
1611959563.0753186,19.16192143883424
1611959563.1093812,19.16809614245961
1611959563.143402,19.17390762822467
1611959563.1773508,19.179719113989727
1611959563.2113664,19.18534899082462
1611959563.2454395,19.190978867659524
1611959563.279399,19.19660874449442
1611959563.3134665,19.202057012399166
1611959563.3474338,19.207505280303906
1611959563.381421,19.2131351571388
1611959563.4154174,19.21894664290386
1611959563.4492965,19.224758128668917
1611959563.4832022,19.23075122336413
1611959563.517178,19.236925926989507
1611959563.5512416,19.24328223954504
1611959563.5854359,19.249820161030726
1611959563.6194077,19.25653969144657
1611959563.653172,19.263077612932264
1611959563.6872072,19.269797143348107
1611959563.721277,19.276698282694113
1611959563.7553701,19.283962639900437
1611959563.789409,19.291226997106754
1611959563.8234422,19.298672963243234
1611959563.8574378,19.306118929379714
1611959563.8913777,19.313564895516194
1611959563.9254174,19.321010861652674
1611959563.959196,19.328456827789154
1611959563.993431,19.335539576065315
1611959564.0272908,19.34280393327164
1611959564.061367,19.3498866815478
1611959564.095298,19.35733264768428
1611959564.129299,19.364960222750916
1611959564.1631227,19.372587797817552
1611959564.1973686,19.379852155023876
1611959564.231293,19.387298121160356
1611959564.2653587,19.394380869436517
1611959564.2992973,19.40146361771268
1611959564.3333292,19.408546365988848
1611959564.3672397,19.415084287474535
1611959564.401169,19.421622208960223
1611959564.4352498,19.427978521515755
1611959564.4691594,19.43415322514113
1611959564.5032253,19.4403279287665
1611959564.5371299,19.446321023461714
1611959564.5711179,19.452314118156934
1611959564.6052914,19.458488821782304
1611959564.6392431,19.46466352540768
1611959564.6732998,19.471019837963205
1611959564.707264,19.4775577594489
1611959564.741347,19.484095680934587
1611959564.7751913,19.49081521135043
1611959564.809153,19.498079568556754
1611959564.8431768,19.505525534693234
1611959564.8773842,19.51315310975987
1611959564.9113653,19.520780684826512
1611959564.9452825,19.528226650962985
1611959564.9792533,19.5363990528201
1611959565.013289,19.544389845747055
1611959565.04727,19.552562247604165
1611959565.0812101,19.560371431600963
1611959565.1151927,19.568543833458072
1611959565.1492243,19.576716235315182
1611959565.1832757,19.584707028242136
1611959565.217362,19.592516212238934
1611959565.2512445,19.60014378730557
1611959565.2852123,19.607771362372205
1611959565.3192177,19.615217328508685
1611959565.353316,19.621936858924535
1611959565.3872974,19.62883799827054
1611959565.4212162,19.635557528686384
1611959565.455075,19.641550623381598
1611959565.4892092,19.646635673426026
1611959565.523064,19.650994287749818
1611959565.5571868,19.654808075283135
1611959565.5912151,19.658258644956142
1611959565.6251779,19.661527605698986
1611959565.6591787,19.664251739651355
1611959565.6931622,19.66679426467357
1611959565.7272444,19.66915518076562
1611959565.7612288,19.671334487927517
1611959565.7951968,19.673332186159257
1611959565.829272,19.675511493321153
1611959565.8629568,19.67769080048305
1611959565.8970654,19.679870107644945
1611959565.931234,19.682231023736996
1611959565.9650538,19.684410330898892
1611959565.9989583,19.686408029130632
1611959566.0330405,19.688405727362372
1611959566.0672367,19.690403425594113
1611959566.1011384,19.69258273275601
1611959566.1349633,19.694398822057586
1611959566.1690366,19.696396520289326
1611959566.2031345,19.69893904531154
1611959566.2370884,19.700755134613118
1611959566.2711477,19.70202639712422
1611959566.305168,19.70311605070517
1611959566.3390787,19.703479268565488
1611959566.3730302,19.703297659635332
1611959566.4070914,19.703297659635332
1611959566.4410765,19.703297659635332
1611959566.474928,19.703842486425806
1611959566.5089843,19.70438731321628
1611959566.5431504,19.704932140006754
1611959566.5771146,19.705840184657546
1611959566.611126,19.706929838238494
1611959566.6451132,19.708564318609916
1611959566.6791646,19.710925234701968
1611959566.7131233,19.713649368654337
1611959566.7471824,19.717099938327344
1611959566.781221,19.721095334790817
1611959566.8150852,19.72563555804477
1611959566.8490934,19.730538999159037
1611959566.8831205,19.73562404920346
1611959566.9171326,19.7410723171082
1611959566.9510646,19.746883802873256
1611959566.984958,19.75251367970816
1611959567.0189466,19.7579619476129
1611959567.0530882,19.7635918244478
1611959567.0871494,19.76904009235254
1611959567.1210394,19.774306751327124
1611959567.155123,19.7795734103017
1611959567.1890938,19.785021678206448
1611959567.2231174,19.790288337181025
1611959567.2570498,19.79555499615561
1611959567.2910907,19.80100326406035
1611959567.3250678,19.80663314089525
1611959567.3590758,19.811536582009516
1611959567.393037,19.816984849914256
1611959567.4271712,19.82225150888884
1611959567.4610267,19.82733655893327
1611959567.494866,19.832240000047534
1611959567.5290642,19.837325050091955
1611959567.5631535,19.842228491206228
1611959567.5970418,19.84695032339033
1611959567.631081,19.851853764504604
1611959567.6650782,19.85639398775855
1611959567.6990347,19.86111581994266
1611959567.733058,19.86583765212677
1611959567.7670147,19.87055948431088
1611959567.8010998,19.874918098634673
1611959567.8351226,19.87945832188862
1611959567.8689733,19.883998545142575
1611959567.903055,19.888720377326678
1611959567.9370096,19.89362381844095
1611959567.9708738,19.898164041694898
1611959568.0048323,19.902885873879008
1611959568.0390835,19.90815253285359
1611959568.072957,19.913237582898013
1611959568.106946,19.918504241872597
1611959568.1409185,19.923952509777337
1611959568.1750288,19.929763995542395
1611959568.2089667,19.936120308097927
1611959568.2430756,19.94247662065346
1611959568.276977,19.94919615106931
1611959568.3110383,19.956097290415308
1611959568.3449633,19.963361647621632
1611959568.3789682,19.970444395897793
1611959568.4129412,19.9773455352438
1611959568.4468656,19.98442828351996
1611959568.4808207,19.99151103179613
1611959568.5150447,19.998775389002446
1611959568.5489402,20.00603974620877
1611959568.5829606,20.013304103415088
1611959568.6169922,20.020205242761094
1611959568.6510286,20.027287991037262
1611959568.6849024,20.034370739313424
1611959568.7189376,20.041453487589585
1611959568.752958,20.048173018005436
1611959568.7869258,20.054710939491123
1611959568.8209348,20.06124886097681
1611959568.8548424,20.067605173532343
1611959568.8888345,20.073779877157712
1611959568.9230337,20.080317798643406
1611959568.9569137,20.086855720129094
1611959568.9908946,20.093212032684626
1611959569.024904,20.099749954170314
1611959569.0589345,20.106469484586164
1611959569.092742,20.11337062393217
1611959569.1267931,20.12045337220833
1611959569.1609247,20.12789933834481
1611959569.1948817,20.135163695551128
1611959569.2288597,20.142428052757452
1611959569.2630193,20.149874018893932
1611959569.2969935,20.157683202890723
1611959569.3309758,20.165129169027203
1611959569.3649173,20.172393526233527
1611959569.398838,20.179657883439845
1611959569.4329348,20.18655902278585
1611959569.4667575,20.19364177106202
1611959569.500716,20.200906128268336
1611959569.5346925,20.207988876544498
1611959569.5686815,20.214890015890504
1611959569.6026788,20.22179115523651
1611959569.6368523,20.22851068565236
1611959569.6708245,20.235230216068203
1611959569.704832,20.24213135541421
1611959569.7389174,20.24885088583006
1611959569.7728863,20.255752025176065
1611959569.806893,20.262471555591908
1611959569.8408675,20.26919108600776
1611959569.8748877,20.275729007493446
1611959569.9088187,20.282630146839452
1611959569.94288,20.289894504045776
1611959569.9766743,20.297158861252093
1611959570.0107124,20.304423218458417
1611959570.044693,20.31150596673458
1611959570.0788312,20.31895193287106
1611959570.1129286,20.326579507937694
1611959570.1468077,20.333662256213856
1611959570.1808298,20.34056339555986
1611959570.2147696,20.347464534905868
1611959570.2488298,20.354184065321718
1611959570.2827632,20.360721986807405
1611959570.3168092,20.367259908293093
1611959570.3508034,20.37379782977878
1611959570.384807,20.380698969124786
1611959570.418825,20.387600108470792
1611959570.4527264,20.394501247816798
1611959570.4866207,20.401765605023122
1611959570.5206227,20.409393180089758
1611959570.5547714,20.417020755156393
1611959570.5888028,20.424466721292873
1611959570.6227987,20.43209429635951
1611959570.656875,20.439358653565833
1611959570.6907668,20.446804619702313
1611959570.724788,20.454250585838793
1611959570.7587464,20.461878160905428
1611959570.7927942,20.469324127041908
1611959570.8267395,20.476588484248232
1611959570.8608294,20.483671232524394
1611959570.8947113,20.491117198660874
1611959570.9288995,20.498199946937035
1611959570.9627695,20.50510108628304
1611959570.9966853,20.511820616698884
1611959571.0306332,20.51835853818458
1611959571.0647523,20.525078068600422
1611959571.0987244,20.531979207946428
1611959571.132842,20.538153911571804
1611959571.1667833,20.544510224127336
1611959571.200737,20.55122975454318
1611959571.2348208,20.557404458168556
1611959571.268685,20.563942379654243
1611959571.3028502,20.571025127930405
1611959571.3367991,20.577744658346255
1611959571.3707888,20.584464188762098
1611959571.4045603,20.591546937038267
1611959571.438643,20.59826646745411
1611959571.4726732,20.60498599786996
1611959571.5065956,20.611887137215966
1611959571.540705,20.618788276561965
1611959571.574732,20.625507806977815
1611959571.6086848,20.632227337393665
1611959571.6426623,20.638765258879353
1611959571.676635,20.64530318036504
1611959571.7106698,20.651841101850728
1611959571.7447515,20.65819741440626
1611959571.7787147,20.664735335891947
1611959571.8126864,20.671454866307798
1611959571.84673,20.678174396723648
1611959571.8808503,20.68489392713949
1611959571.9146707,20.691976675415653
1611959571.9486392,20.699241032621977
1611959571.9827645,20.706505389828294
1611959572.016656,20.71376974703462
1611959572.050553,20.721215713171098
1611959572.084648,20.72793524358695
1611959572.1186557,20.73501799186311
1611959572.1527836,20.74210074013927
1611959572.1866581,20.749183488415433
1611959572.220667,20.75608462776144
1611959572.254622,20.762622549247126
1611959572.2887099,20.76916047073282
1611959572.3227012,20.77569839221851
1611959572.3566284,20.782236313704196
1611959572.390582,20.788411017329572
1611959572.4246423,20.79458572095494
1611959572.4586742,20.800578815650155
1611959572.4924252,20.806390301415213
1611959572.5264452,20.81220178718027
1611959572.5604897,20.818194881875485
1611959572.5946286,20.82436958550086
1611959572.6286333,20.83054428912623
1611959572.6625912,20.836900601681762
1611959572.6965716,20.84307530530714
1611959572.7305884,20.84943161786267
1611959572.7645926,20.85560632148804
1611959572.798658,20.86232585190389
1611959572.832605,20.869045382319733
1611959572.8665924,20.875764912735583
1611959572.9006631,20.882484443151434
1611959572.9345982,20.88884075570696
1611959572.9684942,20.895015459332335
1611959573.002489,20.901371771887867
1611959573.0364823,20.907546475513236
1611959573.0704424,20.913357961278294
1611959573.1043983,20.918987838113196
1611959573.1384773,20.924436106017936
1611959573.1725676,20.929884373922675
1611959573.2066603,20.935332641827415
1611959573.2407207,20.94078090973216
1611959573.274629,20.946410786567057
1611959573.30855,20.951859054471797
1611959573.3426318,20.956944104516225
1611959573.3765068,20.96221076349081
1611959573.410592,20.96765903139555
1611959573.4445186,20.97274408143997
1611959573.478403,20.977647522554236
1611959573.5124288,20.98255096366851
1611959573.5463781,20.987817622643085
1611959573.580505,20.99308428161767
1611959573.6145296,20.998169331662098
1611959573.6485362,21.00343599063668
1611959573.6825495,21.00888425854142
1611959573.7167966,21.014150917516005
1611959573.7506273,21.019235967560427
1611959573.7846482,21.02450262653501
1611959573.81861,21.030132503369913
1611959573.8525565,21.035943989134964
1611959573.8865228,21.04175547490002
1611959573.920634,21.047930178525398
1611959573.954505,21.05392327322061
1611959573.9883866,21.060097976845988
1611959574.0223465,21.066272680471357
1611959574.056362,21.073173819817363
1611959574.0905185,21.08007495916337
1611959574.1244698,21.086976098509375
1611959574.1585343,21.094058846785536
1611959574.192537,21.101141595061698
1611959574.2264764,21.108224343337866
1611959574.260554,21.115851918404502
1611959574.2944887,21.123297884540982
1611959574.3284476,21.13074385067746
1611959574.3624425,21.13800820788378
1611959574.3964872,21.145090956159947
1611959574.4304502,21.15217370443611
1611959574.4644363,21.15925645271227
1611959574.4983509,21.16597598312812
1611959574.5323646,21.17287712247412
1611959574.5664632,21.179415043959814
1611959574.6004744,21.1859529654455
1611959574.634453,21.19249088693119
1611959574.6685102,21.19921041734704
1611959574.702483,21.205748338832727
1611959574.736448,21.212467869248577
1611959574.7704709,21.218642572873947
1611959574.8044493,21.22427244970885
1611959574.8384619,21.230265544404062
1611959574.8724399,21.23607703016912
1611959574.9064217,21.241706907004016
1611959574.940481,21.247518392769074
1611959574.9743297,21.25332987853413
1611959575.0084012,21.258959755369027
1611959575.042326,21.264408023273774
1611959575.076309,21.27003790010867
1611959575.1103377,21.27548616801341
1611959575.1444864,21.281297653778466
1611959575.1784954,21.28729074847368
1611959575.2124171,21.2932838431689
1611959575.2464945,21.299276937864114
1611959575.2803996,21.305633250419646
1611959575.3144171,21.311989562975178
1611959575.3483617,21.318527484460866
1611959575.3823476,21.324883797016398
1611959575.4164846,21.331421718502085
1611959575.4504433,21.33814124891793
1611959575.4842432,21.34413434361315
1611959575.5182416,21.350309047238518
1611959575.5523372,21.356483750863894
1611959575.586374,21.362658454489264
1611959575.6203804,21.368651549184484
1611959575.6543515,21.374826252809854
1611959575.6883676,21.381182565365386
1611959575.722404,21.386994051130443
1611959575.7563503,21.3928055368955
1611959575.7903228,21.398798631590715
1611959575.8243408,21.405154944146247
1611959575.8584836,21.41114803884146
1611959575.8924031,21.417322742466837
1611959575.926418,21.42367905502236
1611959575.9603612,21.430035367577894
1611959575.9943757,21.436391680133426
1611959576.0283775,21.442929601619113
1611959576.0624213,21.449649132034963
1611959576.096339,21.45618705352065
1611959576.1303303,21.4629065839365
1611959576.164302,21.469262896492033
1611959576.1983402,21.475255991187247
1611959576.2321675,21.48161230374278
1611959576.2661307,21.488150225228466
1611959576.3002121,21.494688146714154
1611959576.3343275,21.50122606819984
1611959576.3682954,21.507582380755373
1611959576.4023223,21.514301911171223
1611959576.4362705,21.52120305051723
1611959576.4702332,21.528467407723547
1611959576.5041523,21.535913373860026
1611959576.538198,21.543359339996506
1611959576.5722578,21.55062369720283
1611959576.6062996,21.557706445478992
1611959576.6403143,21.564970802685316
1611959576.674326,21.572235159891633
1611959576.7082794,21.579681126028113
1611959576.7423432,21.58749031002491
1611959576.7763147,21.59493627616139
1611959576.8103077,21.602745460158182
1611959576.8442967,21.61055464415498
1611959576.8782706,21.61800061029146
1611959576.9121623,21.62544657642794
1611959576.9461794,21.63289254256442
1611959576.9803119,21.63979368191042
1611959577.0142598,21.646694821256425
1611959577.0482278,21.65359596060243
1611959577.0831976,21.660497099948437
1611959577.11633,21.667398239294442
1611959577.1503325,21.67393616078013
1611959577.1842477,21.680292473335662
1611959577.2182927,21.68683039482135
1611959577.2522702,21.693005098446726
1611959577.286293,21.699361411002258
1611959577.3202772,21.705536114627627
1611959577.3542023,21.711710818253003
1611959577.3882945,21.717885521878372
1611959577.4221902,21.72406022550375
1611959577.4562383,21.730598146989436
1611959577.4900415,21.736954459544968
1611959577.5241244,21.743492381030656
1611959577.5580854,21.750575129306824
1611959577.5923479,21.757657877582986
1611959577.6262095,21.76437740799883
1611959577.6602025,21.771278547344835
1611959577.6941624,21.778361295621004
1611959577.7281973,21.78562565282732
1611959577.7621622,21.793253227893956
1611959577.7962234,21.800699194030436
1611959577.8300319,21.808145160166916
1611959577.8640413,21.815591126303396
1611959577.8980465,21.82321870137003
1611959577.9322,21.83102788536683
1611959577.9661582,21.83847385150331
1611959578.0000393,21.845374990849315
1611959578.0339854,21.852457739125477
1611959578.0680745,21.859540487401638
1611959578.1021721,21.86626001781749
1611959578.1362283,21.87334276609365
1611959578.1701787,21.880243905439656
1611959578.2041657,21.88714504478566
1611959578.2382264,21.893864575201512
1611959578.2722034,21.90076571454751
1611959578.306154,21.90784846282368
1611959578.3401823,21.91402316644905
1611959578.3741715,21.91965304328395
1611959578.4081933,21.92510131118869
1611959578.4421012,21.93054957909343
1611959578.4759767,21.935816238068014
1611959578.5099885,21.94071967918228
1611959578.5441504,21.945804729226708
1611959578.578142,21.95088977927113
1611959578.6120958,21.95633804717587
1611959578.6461244,21.961241488290142
1611959578.6801283,21.96650814726472
1611959578.7141304,21.971956415169466
1611959578.7481377,21.97758629200436
